,index,Name,Preparation time,Cooking time,Serves,Ingredients,Meal,Method,Dietary,id_list,amounts,links
85,86,Bacon and egg bites,less than 30 mins,10 to 30 mins,6,"{""bacon"": ""12  medallions"", ""eggs"": ""12 free-range"", ""cherry tomatoes"": ""12 small , halved"", ""black pepper"": ""freshly ground"", ""bread"": ""6 slices of , to serve"", ""butter"": ""knob of , to spread""}",breakfast,"Preheat the oven to 220C/200C Fan/Gas 8 and lightly grease a 12-hole muffin tin. ;Put the bacon medallions between two sheets of cling film and roll out using a rolling pin. Put them into the muffin tin, creating a case shape.;Crack the eggs into the centre of each bacon case, season with black pepper and top with two tomato halves.;Bake in the oven for 10 minutes until the bacon is cooked and the egg just cooked on the inside. If you like your egg well done, cook for 15 minutes.;Toast the bread to your liking and then butter lightly. Serve two egg bites with one piece of toast per person.;",,"['191', '110', '188', '89', '157', '153']","[12, 12, 12, -1, 6, 1]",https://www.bbc.co.uk/food/recipes/tattiesconewithbacon_88635
86,87,Boxty with crisp streaky bacon and maple syrup,less than 30 mins,10 to 30 mins,8,"{""potato"": ""500g/1lb 2oz , peeled, grated"", ""mashed potato"": ""500g/1lb 2oz cold"", ""plain flour"": ""420g/15oz"", ""baking powder"": ""1 heaped tsp"", ""butter"": ""1-2 tbsp melted"", ""black pepper"": ""salt and freshly ground"", ""milk"": ""200ml/7fl oz"", ""olive oil"": ""1-2 tbsp"", ""bacon"": ""8-12 rashers smoked streaky"", ""maple syrup"": "", to serve""}",breakfast,"Wrap the grated potato in a clean tea towel and wring well to get rid of any excess liquid. ;Transfer the grated potato to a mixing bowl, add the cold mashed potato and mix until well combined.;Add the flour and baking powder to the potato mixture and mix until well combined. Stir in the melted butter and season, to taste, with salt and freshly ground black pepper. ;Add the milk, a little at a time, to the potato mixture, beating after each addition until the milk has been fully incorporated into the mixture. When all of the milk has been incorporated into the potato mixture, it should resemble a thick, heavy batter. If the mixture is too sticky, add more milk as necessary. Set aside.;Meanwhile, heat the oil in a large non-stick frying pan over a medium to high heat. Add the bacon rashers and fry for 6-8 minutes, or until crisp and golden-brown on both sides. Remove from the pan and set aside to drain on kitchen paper. ;Add spoonfuls of the boxty batter into the same oil that the bacon was cooked in, leaving enough space around each spoonful for the mixture to spread. Fry the boxties on a medium to high heat for 3-4 minutes on each side, or until the boxties are golden-brown and the grated potato is cooked through. Remove the boxties from the pan using a slotted spoon, set aside to drain on kitchen paper and keep warm. Repeat the process with the remaining boxty mixture. ;To serve, divide the boxties equally among four to six serving plates. Place a rasher or two of crisp streaky bacon alongside each. Drizzle over the maple syrup.;",,"['216', '122', '144', '92', '153', '89', '168', '114', '191', '55']","[500, 500, 420, 5, 30, -1, 200, 30, 12, -1]",https://www.bbc.co.uk/food/recipes/bacon_and_egg_bites_26820
87,88,Migas,less than 30 mins,10 to 30 mins,4,"{""flour tortillas"": ""4 soft"", ""sunflower oil"": ""1 tbsp"", ""red onion"": ""1 small , finely chopped"", ""lime"": ""1 , finely grated zest and juice"", ""black beans"": ""400g tin , drained and lightly rinsed"", ""cherry tomatoes"": ""200g/7oz , quartered"", ""fresh coriander"": ""30g/1oz , finely chopped"", ""chilli"": ""\u00bd\u20131 tsp finely chopped green"", ""eggs"": ""8 free-range"", ""butter"": ""20g/\u00beoz"", ""cheddar"": ""200g/7oz , grated"", ""soured cream"": ""4 tbsp"", ""black pepper"": ""salt and freshly ground""}",breakfast,"Preheat the oven to 200C/180C Fan/Gas 6.;Brush both sides of the tortillas with sunflower oil. Cut them in half to make eight semi-circles, then stack them and slice into 2cm/¾in strips. ;Spread the strips of tortillas in a single layer on a baking sheet and bake for 7 minutes, turning halfway through cooking, until they are light golden brown. Leave to cool and crisp up on the baking sheet. ;Mix the onion, lime zest and juice and a good pinch of salt together in a bowl and leave for 5 minutes. Stir in the black beans, cherry tomatoes, coriander and chilli. You can add more or less chilli depending on how hot you like it. Check the seasoning. ;In a second bowl, lightly beat the eggs and season with salt and pepper. ;Place a wide non-stick pan over a medium heat and add the butter. When melted, add the eggs and gently scramble. When just cooked, remove from the heat and sprinkle over half the tomato mixture, half the cheese and half the tortilla strips. Give the mixture a quick stir, then spoon onto serving plates. Top with the remaining tortilla strips, cheese, sour cream and finally the rest of the tomato mixture. ;",Vegetarian,"[51, '24', '256', '31', '45', '188', '41', '127', '110', '153', '76', '155', '89']","[4, 15, 1, 1, 400, 200, 30, 5, 8, 20, 200, 60, -1]",https://www.bbc.co.uk/food/recipes/boxtywithcrispstreak_91836
88,89,Strapatsada,less than 30 mins,30 mins to 1 hour,4,"{""olive oil"": ""3 tbsp"", ""onion"": ""1 brown , finely chopped"", ""garlic"": ""2  cloves, finely chopped"", ""paprika"": ""\u00bd tsp sweet"", ""caster sugar"": ""1 tsp"", ""red wine vinegar"": ""1 tbsp"", ""oregano"": ""1 tsp dried"", ""tomatoes"": ""750g/1lb 10oz ripe , peeled and finely chopped or coarsely grated and skin discarded"", ""eggs"": ""8 large free-range"", ""feta"": ""100g/3\u00bdoz"", ""black pepper"": ""sea salt and freshly ground"", ""pitta bread"": ""toast or , to serve (optional)""}",breakfast,"Heat the oil in a large non-stick frying pan over a low–medium heat and add the onion and garlic. Fry for 10 minutes, until it starts to soften and become sticky. Stir in the paprika, sugar, vinegar and most of the dried oregano (reserve a large pinch). Fry for another minute, then add the tomatoes and season well with salt and pepper. Gently bring to the boil, reduce the heat just a little and then leave to cook for around 15 minutes. Most of the liquid needs to have evaporated and the tomatoes should start to gently caramelise.;Crack the eggs into a bowl and season with salt and pepper. Beat and then pour into the pan with the tomatoes. Lower the heat a little more and scramble the eggs and tomatoes together. Keep stirring and cooking over a low heat. When the eggs are half cooked, remove from the heat. Keep stirring off the heat until the eggs are creamy and silky. Sprinkle with the remaining oregano and crumble over the feta. Serve spooned over toast, with pitta bread or as part of a breakfast spread. ;",Vegetarian,"['114', '218', '248', '147', '48', '86', '100', '105', '110', '273', '89', '77']","[45, 1, 2, 3, 15, 15, 15, 750, 8, 100, -1, -1]",https://www.bbc.co.uk/food/recipes/migas_26598
89,90,"Creamy pasta with broccoli, peas and lemon ",less than 30 mins,10 to 30 mins,4,"{""240g/8\u00bdoz whole wheat penne pasta"": ""None"", ""broccoli"": ""200g/7oz long-stemmed , trimmed and each stalk cut into three pieces"", ""peas"": ""100g/3\u00bdoz frozen"", ""cr\u00e8me fra\u00eeche"": ""175g/7oz reduced-fat"", ""lemon"": ""1 small , finely grated zest only"", ""Parmesan"": ""25g/1oz  cheese, finely grated, plus extra for serving"", ""black pepper"": ""salt and freshly ground""}",dinner,"Half fill a large saucepan with water, add a large pinch of salt and bring to the boil. Add the pasta and cook for 10 minutes, stirring occasionally.;Stir in the broccoli and peas and boil for a further 2 minutes, then drain in a colander and return to the pan.;Add the crème fraîche, lemon zest and Parmesan and season generously with plenty of freshly ground black pepper and a little more salt. Toss together over a low heat for 20–30 seconds, or until the crème fraîche is hot, then serve sprinkled with a little extra cheese, if you like.;",Vegetarian,"[27, '178', '274', '102', '139', '121', '89']","[200, 100, 175, 1, 25, -1]",https://www.bbc.co.uk/food/recipes/penne_with_peas_and_44307
90,91,Peri-peri chicken,less than 30 mins,10 to 30 mins,4,"{""chicken thigh"": ""8 skinless and boneless  fillets"", ""75ml/2\u00bdfl oz medium\u2013hot peri peri sauce"": ""None"", ""smoked paprika"": ""\u00bd tsp hot"", ""black pepper"": ""salt and freshly ground"", ""olive oil"": ""1 tsp"", ""red onion"": ""1 , finely chopped"", ""pepper"": ""1 green , halved, cored, seeds removed and finely chopped"", ""garlic"": ""2  cloves, finely chopped"", ""paprika"": ""1 tsp"", ""cumin"": ""1 tsp ground"", ""saffron"": ""large pinch  strands"", ""chicken stock"": ""1  cube, crumbled"", ""brown rice"": ""500g/1lb 2oz cooked  (freshly cooked and drained or 2 pouches)"", ""white cabbage"": ""250g/9oz red and/or , finely shredded"", ""carrot"": ""1 , grated (about 100g/3\u00bdoz prepared weight)"", ""yoghurt"": ""2 tbsp fat-free Greek-style"", ""white wine vinegar"": ""2 tbsp"", ""mayonnaise"": ""3 tbsp light""}",dinner,"Preheat the oven to 240C/220C Fan/Gas 9. Line a baking tray with an ovenproof silicone mat or baking paper.;Slash the chicken thighs with a sharp knife and put in a bowl. Add 50ml/2fl oz of the peri-peri sauce, the smoked paprika and a little sea salt and pepper. Turn the chicken to coat well in the sauce then lay on the baking tray and cook for 20–25 minutes.;Meanwhile, to make the dirty rice. Heat the oil in a sauté pan over a high heat. Add the onion and cook for 4–5 minutes until starting to brown. Add the peppers and garlic and cook for 2 minutes. Add the paprika and cumin and cook for 1 minute. Grind the saffron with a pestle and mortar and add to the pan with the stock and stock cube. Simmer for 2–3 minutes, stirring, until the stock cube has disolved. Add the rice and warm through for 5 minutes.;To make the coleslaw, mix all the ingredients together in a bowl and season with salt and pepper.;Remove the chicken from the oven, tip the juices from the tray into the rice and stir through. Cook the rice for a further 2 minutes. Wave a cook’s blowtorch over the surface of the chicken thighs to lightly char, then brush with the remaining peri-peri sauce.;Serve the chicken with the rice and coleslaw on the side.;",,"['220', 285, '57', '89', '114', '256', '118', '248', '147', '129', '293', '283', '279', '158', '195', '99', '209', '242']","[8, 3, -1, 15, 1, 1, 2, 15, 15, 5, 1, 500, 250, 100, 30, 30, 45]",https://www.bbc.co.uk/food/recipes/peri-peri_chicken_79598
91,92,Quick vegetable pasta ,less than 30 mins,10 to 30 mins,2,"{""whole wheat pasta"": ""150g/5oz , such as spaghetti"", ""olive oil"": ""2 tbsp extra virgin"", ""pepper"": ""1 yellow , deseeded and cut into roughly 2cm chunks"", ""courgette"": ""1 , trimmed and cut into roughly 2cm chunks"", ""cherry tomatoes"": ""200g/7oz"", ""spring onions"": ""2 , trimmed and sliced"", ""dried chilli"": ""\u00bc tsp  flakes"", ""lemon"": ""\u00bd small , finely grated zest and juice"", ""spinach"": ""2 large handfuls young  leaves (around 75g/2\u00bdoz)"", ""black pepper"": ""sea salt and freshly ground"", ""Parmesan"": ""grated  (or alternative vegetarian hard cheese), to serve (optional)""}",dinner,"Half-fill a large saucepan with water and bring to the boil. Add the pasta and return to the boil. Cook for 12 minutes, or until just tender, stirring occasionally.;While the pasta is cooking, heat 1 tablespoon of the oil in a large frying pan over a medium heat and fry the pepper, courgette and whole tomatoes for 5 minutes, stirring occasionally. Add the remaining oil and spring onions and cook for 4–5 minutes, or until all the vegetables are softened and lightly browned, stirring regularly. (The tomatoes need to be soft so they release their juice to make a light sauce to coat the pasta.);Add the chilli flakes, lemon zest and juice and cook for a few seconds. Stir in 1 ladleful of the hot pasta cooking water and season with salt and pepper.;Drain the pasta then return to the saucepan and add the vegetables and spinach leaves. Toss together over a low heat for 1–2 minutes, or until the spinach softens and wilts. Divide between two shallow bowls and serve topped with grated Parmesan if you like.;",Vegetarian,"['70', '114', '118', '172', '188', '194', '204', '139', '72', '89', '121']","[150, 30, 1, 1, 200, 2, 3, 1, 75, -1, -1]",https://www.bbc.co.uk/food/recipes/quick_vegetable_pasta_93041
92,93,Easy chicken tikka masala,less than 30 mins,10 to 30 mins,4,"{""chicken breasts"": ""4 , skinned, boned and cubed"", ""ginger"": ""2.5cm/1in piece of fresh root , finely chopped"", ""garlic"": ""2  cloves, finely chopped"", ""chilli powder"": ""1 tsp"", ""black pepper"": ""sea salt and freshly ground"", ""fresh coriander"": ""2 tbsp chopped , plus extra to garnish"", ""lime"": ""1 , juice only"", ""vegetable oil"": ""2 tbsp"", ""onion"": ""1 , finely chopped"", ""chilli"": ""1 red , seeds removed and finely chopped"", ""turmeric"": ""1 tsp ground"", ""double cream"": ""200ml/7fl oz"", ""lemon"": ""\u00bd"", ""basmati rice"": "", cooked according to packet instructions"", ""naan bread"": """"}",dinner,"Put the chicken breasts in a large bowl and mix with the ginger, garlic, chilli, salt, pepper, coriander, lime juice and 1 tablespoon of the oil. Set aside for at least 5 minutes to allow the flavours to develop.;Heat a heavy-bottomed shallow pan and, when hot, add the chicken. Cook for 8-10 minutes until the chicken is browned on all sides.;Meanwhile, heat the remaining oil in a large pan and cook the onion and red chilli for 5-6 minutes until golden brown. Add the turmeric and cook for 1 minute. Stir in the cream and cook gently for a couple of minutes.;Add the chicken to the creamy sauce and simmer for 5 minutes, or until the chicken is cooked through. Check for seasoning, and add lemon juice to taste.  ;Garnish with fresh coriander and serve immediately with rice or naan bread.;",,"['200', '79', '248', '160', '89', '41', '31', '193', '218', '127', '299', '298', '139', '34', '271']","[4, 50, 2, 15, -1, 30, 1, 30, 1, 1, 15, 200, 1, -1, -1]",https://www.bbc.co.uk/food/recipes/chickentikkamasala_73305
93,94,Salmon traybake,less than 30 mins,10 to 30 mins,2,"{""lime"": ""\u00bd , juice only"", ""soy sauce"": ""1 tbsp  (gluten-free if required)"", ""sugar"": ""\u00bd tsp caster"", ""salmon"": ""2 x 200g/7oz  fillets"", ""broccoli"": ""100g/3\u00bdoz Tenderstem , trimmed"", ""green beans"": ""100g/3\u00bdoz , halved"", ""pepper"": ""1 small red , sliced"", ""garlic"": ""1 small  clove, grated"", ""ginger"": ""1cm/\u00bdin piece fresh root , peeled and grated"", ""spring onions"": ""2 , white part finely chopped, green part thinly sliced"", ""chilli"": ""1 red finger , very finely chopped"", ""olive oil"": ""2 tsp"", ""sesame oil"": ""1 tsp  (optional)"", ""caster sugar"": ""\u00bd tsp""}",dinner,"Preheat the oven to 230C/210C Fan/Gas 8, or to its highest setting.;In a shallow bowl mix the lime juice, soy sauce and sugar together. Stir with until the sugar dissolves. Place the salmon fillets into the bowl and coat with the mixture. Leave to stand, skin side up, for 10 minutes.;Meanwhile, lightly grease a roasting tin with oil. Put the broccoli and green beans into a bowl and cover with boiling water. Leave to stand for 5 minutes, then drain.;Put the salmon fillets, skin side down at one end of the roasting tin. Tip the broccoli, beans and peppers into the other end of the roasting tin. Top with the red peppers and pour over the soy sauce mixture. Toss the vegetables to coat in the sauce. Loosely cover the vegetables with kitchen foil, leaving the salmon exposed. Roast for 12 minutes. ;Meanwhile, to make the dressing, mix the garlic, ginger, white part of the spring onions, chilli, lime juice, soy sauce, olive oil, sesame oil, if using, and sugar together in a small jug.  ;Spoon the dressing over the vegetables, sprinkle the green parts of the spring onion on top and serve. ;",,"['31', '95', '29', '243', '178', '11', '118', '248', '79', '194', '127', '114', '143', '48']","[1, 15, 3, 200, 100, 100, 1, 1, 10, 2, 1, 30, 15, 3]",https://www.bbc.co.uk/food/recipes/salmon_traybake_53794
94,95,Chicken satay noodles,less than 30 mins,10 to 30 mins,4,"{""400g/14oz chicken or turkey breast, cut into strips "": ""None"", ""soy sauce"": ""2 tbsp"", ""cornflour"": ""1 tsp"", ""noodles"": ""375g/13oz dried egg"", ""rapeseed oil"": ""2 tsp"", ""spring onions"": ""6 , thinly sliced"", ""peanut butter"": ""3 tbsp"", ""chilli sauce"": ""2 tbsp sweet"", ""coconut milk"": ""1 x 400ml tin reduced-fat"", ""sugar"": ""100g/3\u00bdoz  snap peas"", ""beans"": ""150g/5\u00bdoz mixed frozen  and peas"", ""sweetcorn"": ""100g/3\u00bdoz frozen"", ""lime"": ""1 , juice only"", ""carrot"": ""1 , shaved into thin slices using a vegetable peeler"", ""spinach"": ""75g/2\u00beoz baby  leaves"", ""cashew"": ""2 tbsp roughly chopped  nuts"", ""coriander"": ""2 tbsp freshly chopped""}",dinner,"Put the chicken in a bowl, add the soy sauce and cornflour and mix well. Cover and set aside for a few moments. ;Meanwhile, bring a large pan of water to the boil, add the noodles and cook according to the packet instructions. Drain in a colander, rinse with cold water until they are cold, then drain once more and tip them back into the cold pan. Add half the rapeseed oil and toss.;Heat a wok until hot, add the remaining rapeseed oil and the spring onions and stir-fry for 1 minute, or until softened. Add the peanut butter, chilli sauce and coconut milk and stir until combined. Bring to a simmer, then add the marinated chicken and poach for 4 minutes, or until cooked through. Add the sugar snap peas and simmer for another 2 minutes, or until nearly tender, then add the frozen peas, beans and sweetcorn. Return to the boil, stir in the lime juice and check the seasoning – you might want to add more lime juice or chilli, depending how hot you like it.;Stir in the cooked noodles and heat for 1-2 minutes, or until hot through. Stir in the carrot shavings and spinach and remove from the heat. The heat from the dish will wilt the spinach down. Stir a couple of times.;Serve in bowls, garnished with the cashews and coriander.;",,"[200, '95', '16', '190', '123', '194', '253', '223', '3', '29', '117', '150', '31', '195', '72', '241', '41']","[30, 15, 375, 30, 6, 45, 30, 400, 100, 150, 100, 1, 1, 75, 30, 30]",https://www.bbc.co.uk/food/recipes/chicken_satay_noodles_95490
95,96,Veggie bean burgers,less than 30 mins,10 to 30 mins,4,"{""400g tin chickpeas or beans such as borlotti, kidney or butterbeans, drained and rinsed"": ""None"", ""sweet potato"": ""300g/10\u00bdoz cooked, mashed vegetables such as carrot, squash, potato,  or parsnip"", ""garlic"": ""1  clove, crushed by an adult or with a  press"", ""olive oil"": ""1 tbsp sunflower, vegetable or"", ""lemon juice"": ""squeeze"", ""coriander"": ""pinch ground cumin,  or paprika, mild chilli flakes, to taste"", ""black pepper"": ""freshly ground"", ""tahini"": ""1 tbsp  (optional)"", ""sesame seeds"": ""4 tbsp , breadcrumbs or crushed crackers (optional), for coating""}",dinner,"Adult’s job: Preheat the oven to 200C/180C Fan/Gas 6.;Kid’s job: Mash the beans or chickpeas as much as you can either with a potato masher in a bowl or with a hand mixer (supervised). Alternatively you could make the mix in a food processor if you have one. ;Kid’s job: Add the mashed vegetables and garlic and any herbs, spices or tahini that you want to use.;Kid’s job: Mix well and the kids can taste and add lemon juice, spices or pepper to their taste.;Kid’s job: The mixture then needs to be rolled into four burger-sized balls with wet hands, or make 12 smaller ""falafels"" - kids have the perfect sized hands for this. Flatten the balls slightly. If you like, you can coat them with sesame seeds, crushed crackers or breadcrumbs for extra crunch.;Kid’s job: Drizzle a tablespoon of olive oil on a baking tray and place the ""falafels"" or bean burgers on top and then turn them all over so that they have a coating of a little oil on each side.;Adult’s job: Place the baking tray in the oven and cook for 20-30 minutes, turning the burgers over midway through cooking. Allow to cool a little before serving.;",Vegetarian,"[10, '175', '248', '114', '170', '41', '89', '259', '1']","[300, 1, 15, -1, 5, -1, 15, 60]",https://www.bbc.co.uk/food/recipes/veggie_bean_burgers_for_53280
96,97,Easy pork and chickpea stew ,less than 30 mins,10 to 30 mins,4,"{""olive oil"": ""2 tbsp oil, ideally"", ""pork fillet"": ""250g/9oz  (tenderloin), trimmed and cut into small cubes"", ""onion"": ""1 , thinly sliced"", ""pepper"": ""1 red , sliced"", ""courgette"": ""1 medium  (roughly 185g/6\u00bdoz), ends trimmed, halved lengthways and sliced into semi circles"", ""garlic"": ""2  cloves, thinly sliced"", ""smoked paprika"": ""\u00bd\u20131 tsp , hot or sweet"", ""chickpeas"": ""400g/14oz tin , drained"", ""chopped tomatoes"": ""400g/14oz tin"", ""chicken"": ""1  or pork stock cube"", ""black pepper"": ""salt and freshly ground""}",dinner,"Heat 1 tablespoon of the oil in a large non-stick frying pan or wide-based casserole. ;Season the pork with salt and pepper and fry over a medium heat for 2 minutes until lightly browned. Remove from the pan and set aside on a plate.;Add the remaining oil, the onion, pepper and courgette to the pan. Cook for 5 minutes, or until softened and lightly browned, stirring regularly.;Add the garlic, paprika, chickpeas and tinned tomatoes. Half-fill the empty tomato tin with water and add to the pan (roughly 200ml/7fl oz water). Crumble in the stock cube and add the cooked pork. Bring to a gentle simmer for 10 minutes, or until the sauce has thickened and the pork is tender, stirring regularly.;",,"['114', '225', '218', '118', '172', '248', '57', '10', '174', '65', '89']","[30, 250, 1, 1, 185, 2, 5, 400, 400, 1, -1]",https://www.bbc.co.uk/food/recipes/pork_and_chickpea_stew_81433
97,98,Baked salmon and couscous parcels,less than 30 mins,10 to 30 mins,4,"{""vegetable stock"": ""\u00bd  cube"", ""400ml/14fl oz boiling water"": ""None"", ""couscous"": ""150g/5\u00bdoz"", ""5 pieces sun-dried tomato, drained and sliced"": ""None"", ""olives"": ""small handful  (about 40g/1\u00bdoz), any colour, pitted and sliced (optional)"", ""lemon"": ""1 unwaxed , finely grated zest and juice"", ""parsley"": ""handful fresh , roughly chopped (optional)"", ""green beans"": ""200g/7oz frozen"", ""salmon"": ""4 x 100g/3\u00bdoz frozen  fillets"", ""olive oil"": ""2 tbsp virgin"", ""black pepper"": ""salt and freshly ground""}",dinner,"Preheat the oven to 220C/200C Fan/Gas 7. Cut four pieces of kitchen foil or baking paper to the size an A4 piece of paper. ;Pour the boiling water into a heatproof bowl. Add the stock cube and stir until dissolved. Add the couscous, sun-dried tomatoes and olives (if using), lemon zest, parsley (if using), a pinch of salt and some ground black pepper. Mix well, put a large plate on top and leave to stand for 3 minutes.;Spoon a quarter of the couscous onto one side of each piece of foil. Top with the green beans and place a salmon fillet on top.  Squeeze over the lemon juice, drizzle with oil and season with black pepper. Fold the foil over the fish and fold the edges over. Repeat with the remaining three parcels. Place the parcels on a baking tray and bake for 15 minutes. ;When serving, open the parcels carefully as the steam will be hot!;",,"['221', -1, '22', 254, '240', '139', '289', '11', '243', '114', '89']","[1, 150, 40, 1, 30, 200, 100, 30, -1]",https://www.bbc.co.uk/food/recipes/salmon_couscous_parcels_05011
98,99,Chicken and aubergine massaman curry,less than 30 mins,10 to 30 mins,4,"{""coconut milk"": ""300ml/10fl oz reduced fat"", ""chicken stock"": ""200ml/7fl oz"", ""red onion"": ""1 small , roughly chopped"", ""curry paste"": ""1 level tbsp Thai massaman"", ""cinnamon"": ""1  stick"", ""chicken breasts"": ""2 , boneless, skin removed (150g/5\u00bdoz each), cut into bite-sized pieces"", ""green beans"": ""100g/3\u00bdoz fine , trimmed"", ""aubergine"": ""1 , cut into 1.5cm/\u00bdin cubes"", ""cashew"": ""1 tbsp roasted  nuts, chopped"", ""chilli"": ""1 red , seeds removed, thinly sliced"", ""spring onion"": ""1 , finely chopped"", ""limes"": ""2 , halved""}",dinner,"Put the coconut milk, stock, red onion, curry paste and cinnamon stick in a large, wide saucepan. Bring to a simmer over a medium heat. ;Add the chicken, green beans and aubergine and cook gently for 15–20 minutes, or until the aubergines are tender and the chicken is cooked through.;Spoon the curry into four shallow bowls and scatter over the cashews, chilli and spring onion. Serve with the lime halves for squeezing over.;",,"['3', '283', '256', '167', '25', '200', '11', '211', '241', '127', '194', '31']","[300, 200, 1, 5, 1, 150, 100, 1, 15, 1, 1, 2]",https://www.bbc.co.uk/food/recipes/chicken_and_aubergine_25245
99,100,One-pot easy chorizo pasta,less than 30 mins,10 to 30 mins,6,"{""chorizo"": ""150g/5\u00bdoz , roughly chopped"", ""garlic"": ""4  cloves, finely chopped"", ""peppers"": ""4  (mixture of red and yellow), halved, deseeded and roughly chopped"", ""mushrooms"": ""160g/5\u00bdoz button , halved"", ""chopped tomatoes"": ""400g tin"", ""tomato pur\u00e9e"": ""3 tbsp"", ""chilli"": ""1 tsp dried red  flakes"", ""red wine vinegar"": ""2 tbsp"", ""spaghetti"": ""450g/1lb , broken in half"", ""1 litre/1\u00be pints boiling water"": ""None"", ""black pepper"": ""sea salt and freshly ground"", ""basil"": ""1 large handful  leaves, roughly chopped"", ""Parmesan"": ""30g/1oz , freshly grated""}",dinner,"Heat a large, deep-sided casserole or frying pan over a high heat, add the chorizo and cook for 2–3 minutes. ;Add the garlic, peppers and button mushrooms and cook for another 2–3 minutes, stirring occasionally.;Add the chopped tomatoes, tomato purée, chilli flakes and red wine vinegar. Stir in the spaghetti, pour in the boiling water and stir well.;Bring to the boil, reduce the heat, cover with a lid and simmer for 12–15 minutes, or until the pasta is al dente, and the liquid has reduced to a thick sauce. Stir the mixture occasionally to make sure that the pasta is under the liquid and not sticking together.;Stir in three quarters of the basil and plenty of black pepper;Serve with the Parmesan and remaining basil.;",,"['255', '248', '247', '37', '174', '138', '127', '86', '132', -1, '89', '235', '121']","[150, 4, 4, 160, 400, 45, 15, 30, 450, -1, 15, 30]",https://www.bbc.co.uk/food/recipes/one_pot_chorizo_and_15611
100,101,"Mushroom, chickpea and spinach curry",less than 30 mins,30 mins to 1 hour,4,"{""chapati flour"": ""250g/9oz  (atta), plus extra for dusting"", ""butter"": ""50g/1\u00beoz , melted"", ""salt"": ""\u00bd tsp"", ""olive oil"": "", for frying"", ""mushrooms"": ""400g/14oz , thickly sliced"", ""onion"": ""1 , roughly chopped"", ""garlic"": ""3  cloves, crushed"", ""ginger"": ""30g/1oz piece root , grated"", ""tomato pur\u00e9e"": ""30g/1oz"", ""garam masala"": ""1 tbsp"", ""smoked paprika"": ""\u00bd tsp  or chilli powder"", ""chickpeas"": ""2 x 400g tins , drained"", ""chopped tomatoes"": ""400g tin"", ""spinach"": ""250g/9oz frozen , defrosted"", ""yoghurt"": ""100g/3\u00bdoz natural"", ""coriander"": ""30g/1oz fresh , roughly chopped"", ""black pepper"": ""salt and freshly ground""}",dinner,"To make the chapatis, tip the chapati flour into a large bowl, add the salt and make a well in the middle. Gradually stir in 160–180ml/5½–6fl oz water and mix together to form a rough dough. Turn out onto a lightly floured surface and knead for 5 minutes, until you have a smooth, elastic ball of dough. Cover with an upturned bowl or a clean tea towel and leave to rest for 20 minutes.;Heat a splash of oil in a large saucepan over a high heat and fry the mushrooms for 5-6 minutes until golden brown, then transfer to a plate with a slotted spoon.;Wipe the pan with a piece of kitchen roll, then add a little more oil and reduce the heat slightly. Fry the onions for 4–5 minutes until soft, then add the garlic and ginger and fry for a couple of minutes more. Add the spices, fry for 30 seconds, then add the tomato purée and tip in the chickpeas. Fry for a further minute, then add the chopped tomatoes to the pan. Stir in the cooked mushrooms, then cover and simmer gently for 10 minutes. ;Remove from the heat, stir in the spinach and yoghurt and season to taste.;While the curry is simmering, make the chapati. Divide the dough into 8 equal pieces and roll each into a neat ball. Lightly dust the work surface with flour, then use a rolling pin to roll each into a thin disc, roughly 15cm/6in in diameter.;Heat a non-stick frying pan over a medium-high heat and cook the chapatis, one at a time, for 20–30 seconds per side, until puffed up and lightly blistered. Brush with the melted butter and serve with the curry.;",Vegetarian,"['43', '153', '213', '114', '37', '218', '248', '79', '138', '39', '57', '10', '174', '72', '99', '41', '89']","[250, 50, 3, -1, 400, 1, 3, 30, 30, 15, 3, 400, 400, 250, 100, 30, -1]",https://www.bbc.co.uk/food/recipes/mushroom_chickpea_and_71193
101,102,Smoked paprika chicken stew,less than 30 mins,10 to 30 mins,4,"{""vegetable oil"": ""1 tbsp"", ""onion"": ""1 , roughly chopped"", ""2 garlic cloves, crushed or finely grated"": ""None"", ""peppers"": ""2 red , seeds removed, roughly chopped"", ""smoked paprika"": ""1 tbsp"", ""tomato pur\u00e9e"": ""1 tbsp"", ""chicken thigh"": ""7  fillets, boneless, skin removed and halved"", ""chopped tomatoes"": ""2 x 400g tins"", ""butter beans"": ""400g tin , drained and rinsed"", ""lemon"": ""1 unwaxed , finely grated zest only"", ""parsley"": ""2 tbsp roughly chopped fresh flatleaf"", ""black pepper"": ""salt and freshly ground""}",dinner,"Heat the oil in a casserole dish and fry the onion for 3–4 minutes, until just softened. Add the garlic and peppers and cook for another 2 minutes, then stir in the smoked paprika and tomato purée and cook for another minute. ;Push the onion and pepper mixture to one side, then fry the chicken thigh pieces in the rest of the pan for 2–3 minutes to colour slightly then mix everything together. Add the tomatoes and butter beans and season with salt and pepper. Cover with a lid and simmer for 20 minutes, or until the chicken is cooked and the vegetables are tender. ;Stir the lemon zest and half the parsley into the stew. Scatter over the remaining parsley to serve. This is great with mashed potato, but would also work with rice or pasta on the side. ;",,"['193', '218', 197, '247', '57', '138', '220', '174', '203', '139', '289', '89']","[15, 1, 2, 15, 15, 7, 400, 400, 1, 30, -1]",https://www.bbc.co.uk/food/recipes/smoked_paprika_chicken_42159
